property_type,address,city,state,zip_code,price,beds,baths,area,lot_size,year_built,hoa_month
Single Family Residential,535 Lansing Station Rd,Lansing,NY,14882,810000,3,3,2460,,1954,
Single Family Residential,35 Wilson Rd,Lansing,NY,14882,565000,4,3,3227,2.2,2010,
Single Family Residential,110 E Seneca Rd,Trumansburg,NY,14886,325000,3,1,1664,0.7199954086317722,1948,
Single Family Residential,603 Cayuga Heights Rd,Ithaca,NY,14850,1025000,5,4.5,6249,1.45,1964,
Single Family Residential,203 White Park Rd,Ithaca,NY,14850,880000,4,2.5,2595,,1924,
Single Family Residential,305 Sheffield Rd,Ithaca,NY,14850,277000,3,1,1282,1.8,1965,
Single Family Residential,235 Forest Home Dr,Ithaca,NY,14850,390000,4,2,1623,0.16000918273645545,1900,
Single Family Residential,4 Jon Stone Cir,Ithaca,NY,14850,680000,4,4,3014,0.7199954086317722,2009,
Single Family Residential,4287 Swamp College Rd,Trumansburg,NY,14886,190000,2,1,1212,1.1300045913682277,1976,
Single Family Residential,812 N Tioga St,Ithaca,NY,14850,450000,3,1,1467,0.1046831955922865,1880,
Single Family Residential,410 E Tompkins St,Ithaca,NY,14850,240000,2,2,1304,0.1,1890,
Single Family Residential,310 Warren Pl,Ithaca,NY,14850,333500,2,2,1800,0.15656565656565657,1959,
Single Family Residential,9 Cliff Park Cir,Ithaca,NY,14850,525000,6,4,2736,0.31000918273645545,1973,
Multi-Family (2-4 Unit),622 W Buffalo St,Ithaca,NY,14850,375000,4,2.5,2340,0.1844123048668503,1910,
Single Family Residential,21 Milliken Station Rd,Lansing,NY,14882,205000,3,1,1851,0.3399908172635445,1945,
Single Family Residential,17 St. Joseph Ln,Ithaca,NY,14850,320000,3,2,1352,0.46000918273645547,1984,
Mobile/Manufactured Home,100 Smith Rd,Newfield,NY,14867,30000,,,1080,1.05,1991,
Single Family Residential,146 Pine Tree Rd,Ithaca,NY,14850,295000,2,2,1596,0.5699954086317722,1949,
Single Family Residential,301 Ithaca Rd,Ithaca,NY,14850,450000,3,2.5,2010,0.23000459136822773,1929,
Single Family Residential,206 N Titus Ave,Ithaca,NY,14850,345000,3,1.5,1432,0.06000918273645546,1900,
Single Family Residential,542 Spencer Rd,Ithaca,NY,14850,172000,2,1,1172,0.31000918273645545,1920,
Single Family Residential,28 Gulf Hill Rd,Groton,NY,13045,72800,2,1,1292,0.3099862258953168,1930,
Single Family Residential,1 Fiddlers Grn,Lansing,NY,14882,1250000,4,3.5,3687,6,1994,
Single Family Residential,6 Lakeview Dr,Lansing,NY,14882,835000,4,2.5,3696,0.5899908172635445,2009,
Single Family Residential,127 Triphammer Ter,Ithaca,NY,14850,345000,3,2,1638,1.4699954086317724,1986,
Single Family Residential,55 Aspen Way,Ithaca,NY,14850,650000,4,2.5,3129,0.8800045913682277,2001,
Single Family Residential,7 Railroad St,Freeville,NY,13068,125000,3,1,1263,0.2,1860,
Single Family Residential,169 Ferguson Rd,Dryden,NY,13053,213000,3,2.5,1454,0.5100091827364555,1962,
Single Family Residential,126 Cherry Rd,Ithaca,NY,14850,599000,4,4.5,4238,1.5,2005,
Single Family Residential,115 E Main St,Trumansburg,NY,14886,300000,4,3,2119,0.8399908172635445,1850,
Single Family Residential,46 Elm St,Trumansburg,NY,14886,485000,4,2.5,3348,1.15,1870,
Single Family Residential,48 Tiger Lily Ln,Ithaca,NY,14850,950000,5,5,4892,1.4600091827364554,2010,
Single Family Residential,1532 Slaterville Rd,Ithaca,NY,14850,240000,4,2.5,2216,0.4,1925,
Single Family Residential,101 Park Ln,Ithaca,NY,14850,318000,3,2,1092,0.3199954086317723,1971,
Single Family Residential,19 Fairway Dr,Ithaca,NY,14850,775000,4,3.5,2413,0.5,1990,
Single Family Residential,121 Birchwood Dr,Ithaca,NY,14850,435000,6,3,3500,0.43999081726354455,1990,
Multi-Family (2-4 Unit),1481 Slaterville Rd,Ithaca,NY,14850,336000,5,2.5,2048,0.9199954086317723,1987,
Single Family Residential,114 Larisa Ln,Ithaca,NY,14850,760000,5,3.5,3729,0.8600091827364554,2012,
Single Family Residential,19 Saunders Rd,Ithaca,NY,14850,530000,4,3,2806,0.48999081726354454,2004,
Single Family Residential,317 E King Rd,Ithaca,NY,14850,475000,4,3,1878,3.6800045913682276,1972,
Single Family Residential,617 Asbury Rd,Dryden,NY,13068,275000,2,1,1668,1.2399908172635445,1984,
Single Family Residential,7 Grandview Dr,Ithaca,NY,14850,358000,3,2,1403,0.6699954086317723,1961,
Single Family Residential,6352 Perry City Rd,Trumansburg,NY,14866,450000,5,3,3000,5.689990817263545,1835,
Single Family Residential,23 Besemer Ln,Ithaca,NY,14850,360000,3,2,1512,1.4399908172635445,1986,
Single Family Residential,317 Richard Pl,Ithaca,NY,14850,320000,3,2,2249,0.27548209366391185,1960,
Single Family Residential,28 Grandview Dr,Ithaca,NY,14850,865000,4,3.5,3981,0.5899908172635445,2007,
Single Family Residential,39 Farm Pond Cir,Freeville,NY,13068,330000,3,1.5,1594,1.2,2015,
Single Family Residential,79 Murfield Dr,Ithaca,NY,14850,530000,4,3,2288,1.0399908172635446,2005,
Single Family Residential,163 Ridge Rd,Lansing,NY,14882,298300,5,3.5,2832,0.7699954086317723,1966,
Townhouse,107 Nor Way,Ithaca,NY,14850,532500,3,3.5,2500,0.11000918273645546,2021,250
Single Family Residential,34 Autumn Ridge Cir,Ithaca,NY,14850,555555,3,2.5,2220,0.9699954086317722,1995,
Single Family Residential,303 N Sunset Dr,Ithaca,NY,14850,580000,5,3,3094,0.7300045913682277,1954,
Single Family Residential,105 Randolph Rd,Ithaca,NY,14850,447200,4,2.5,2064,,1962,
Single Family Residential,22 Dart Dr,Ithaca,NY,14850,360000,3,1.5,1344,0.45,1959,
Single Family Residential,27 Cedar Ln,Ithaca,NY,14850,665000,4,2,2609,,1971,
Single Family Residential,49 Cherry Rd,Ithaca,NY,14850,650000,5,3.5,5068,1.8300045913682277,2000,
Townhouse,6 Belwood Ln,Ithaca,NY,14850,415000,3,2.5,2138,0.11999540863177227,1988,250
Single Family Residential,105 Needham Pl,Ithaca,NY,14850,826000,6,4.5,4868,1.9699954086317724,1910,
Single Family Residential,70 Asbury Rd,Lansing,NY,14882,263000,3,1,1320,1.1100091827364555,1964,
Single Family Residential,1532 Taughannock Blvd,Ithaca,NY,14850,325000,2,1.5,1700,11.860009182736455,1900,
Single Family Residential,6 Bald Hill Rd,Spencer,NY,14883,165000,2,1,984,0.26000918273645546,1920,
Single Family Residential,4190 Dubois Rd,Ithaca,NY,14850,615000,3,2.5,1955,15.069995408631772,2005,
Multi-Family (2-4 Unit),23 S Van Dorn Rd,Ithaca,NY,14850,332500,5,3,2768,3.75,1890,
Single Family Residential,400 Warren Rd,Ithaca,NY,14850,365000,4,2.5,2088,0.44646464646464645,1885,
Single Family Residential,25 Searles Rd,Groton,NY,13073,237500,4,2,2092,0.6300045913682277,1949,
Single Family Residential,2200 Slaterville Rd,Ithaca,NY,14850,506500,3,2.5,2044,7.9300045913682276,2013,
Single Family Residential,99 Deputron Hollow Rd,Brooktondale,NY,14817,275000,2,1,1175,1.7699954086317722,2016,
Single Family Residential,46 Southworth Rd,Dryden,NY,13053,255000,3,2,1620,1.1,2006,
Single Family Residential,1222 Ellis Hollow Rd,Ithaca,NY,14850,459000,3,2,1527,1.8699954086317723,1941,
Single Family Residential,562 Ellis Hollow Creek Rd,Ithaca,NY,14850,395000,3,2,3592,3.4100091827364554,1850,
Single Family Residential,114 Washington Ave,Groton,NY,13073,100000,3,1,1234,,1946,
Single Family Residential,382 The Pkwy,Ithaca,NY,14850,430000,4,3,2016,0.28000459136822775,1970,
Single Family Residential,1564 Slaterville Rd,Ithaca,NY,14850,308000,4,2,2000,1.5199954086317722,1880,
Single Family Residential,430 Winthrop Dr,Ithaca,NY,14850,424000,5,2,2068,0.3856749311294766,1967,
Single Family Residential,5 Rosina Dr,Ithaca,NY,14850,590000,3,2.5,2007,0.55,2003,
Single Family Residential,927 Cayuga Heights Rd,Ithaca,NY,14850,555000,3,2,1771,1.8,1948,
Single Family Residential,12 Grandview Dr,Ithaca,NY,14850,490000,5,4,4662,0.5699954086317722,1993,
Multi-Family (2-4 Unit),324 N Geneva St,Ithaca,NY,14850,537500,,,3678,0.11000918273645546,1880,
Single Family Residential,507 Turner Pl,Ithaca,NY,14850,513000,4,2,2156,,1900,
Single Family Residential,47 Horvath,Ithaca,NY,14850,411000,4,2.5,3024,1.2399908172635445,1978,
Single Family Residential,307 Birchwood Dr,Ithaca,NY,14850,400000,4,2,2013,0.35,1968,
Single Family Residential,402 N Cayuga St,Ithaca,NY,14850,485000,5,1.5,3177,0.11000918273645546,1825,
Single Family Residential,28 Michigan Hollow Rd,Spencer,NY,14883,290000,4,3,1776,0.7100091827364554,1958,
Single Family Residential,0 S Van Dorn Rd,Ithaca,NY,14850,299000,3,2,1485,1,2021,
Single Family Residential,772 Vankirk Rd,Van Etten,NY,14889,77777,1,1,384,4.8,2018,
Single Family Residential,725 Iradell Rd,Trumansburg,NY,14886,350000,3,2,1498,3.0100091827364555,2017,
Single Family Residential,647 Iradell Rd,Trumansburg,NY,14886,420000,5,2,2305,6.4,1845,
Single Family Residential,1558 Elmira Rd,Newfield,NY,14867,188000,3,1.5,1639,2.1300045913682277,1950,
Single Family Residential,4128 Jacksonville Rd,Trumansburg,NY,14886,375000,4,3,2125,1.1899908172635445,1990,
Single Family Residential,310 Wood Rd,Dryden,NY,13068,250000,3,2,1500,2,2017,
Single Family Residential,1 Tannery Cir,Dryden,NY,13053,236000,3,1.5,1739,0.3899908172635445,1988,
Single Family Residential,140 Poole Rd,Ithaca,NY,14850,285000,3,2,2138,1.6199954086317723,1968,
Single Family Residential,317 Haller Blvd,Ithaca,NY,14850,319000,3,2,2579,0.2699954086317723,1964,
Single Family Residential,3 Hill Rd,Ithaca,NY,14850,199500,3,1.5,960,1,1988,
Single Family Residential,3 Meadow Dr,Freeville,NY,13068,248000,4,1.5,1648,0.7,1974,
Single Family Residential,1672 Hanshaw Rd,Ithaca,NY,14850,279900,3,2,1946,1.0699954086317722,1930,
Single Family Residential,21 Mineah Rd,Dryden,NY,13068,149000,3,1,1368,2.2600091827364555,1970,
Single Family Residential,1631 Dryden Rd,Freeville,NY,13068,142000,3,1.5,1032,0.95,1967,
Single Family Residential,89 Brickyard Rd,Lansing,NY,14882,477500,3,3.5,2373,2.2399908172635445,2006,
Single Family Residential,421 Hook Pl,Ithaca,NY,14850,340000,3,2,1468,0.3,1910,
Single Family Residential,6 Salo Dr,Trumansburg,NY,14886,245000,3,1,1368,0.6300045913682277,1950,
Single Family Residential,1 Lansing Heights Rd,Lansing,NY,14882,232000,3,2,1518,0.43999081726354455,1962,
Single Family Residential,112 Ridgecrest Rd,Ithaca,NY,14850,135000,2,1,1080,0.06887052341597796,1952,
Single Family Residential,202 Westview Ln,Ithaca,NY,14850,395000,3,2,1454,0.31000918273645545,1988,
Single Family Residential,129 Muriel St,Ithaca-town,NY,14850,310500,4,2,1700,0.573921028466483,1954,
Single Family Residential,170 Pearsall Pl,Ithaca,NY,14850,311000,3,2,1436,0.21000918273645547,1950,
Single Family Residential,224 Cleveland Ave,Ithaca,NY,14850,250000,3,2,1098,0.1,1860,
Single Family Residential,325 Hillview Pl,Ithaca,NY,14850,325000,3,2,1246,0.08999081726354453,1900,
Single Family Residential,167 Ridge Rd,Lansing,NY,14882,322000,3,2,1902,2.0100091827364555,1961,
Single Family Residential,2 Cayutaville Rd,Newfield,NY,14867,170000,3,2,2268,0.23999081726354454,1992,
Single Family Residential,118 Reach Run,Ithaca,NY,14850,875000,4,4,3256,1.7,2007,
Single Family Residential,438 N Tioga St,Ithaca,NY,14850,420000,5,2,2238,0.13333333333333333,1870,
Multi-Family (2-4 Unit),408 N Geneva St,Ithaca,NY,14850,525000,6,3,3409,0.23030303030303031,1880,
Single Family Residential,57 Ludlowville Rd,Lansing,NY,14882,272000,3,2,2044,0.9300045913682278,1900,
Single Family Residential,99 Gunderman Rd,Ithaca,NY,14850,435000,4,2,2390,1.65,1997,
Multi-Family (2-4 Unit),520 Etna Rd,Ithaca,NY,14850,195000,4,2,1968,0.85,1976,
Single Family Residential,389 Bald Hill Rd,Brooktondale,NY,14817,338000,2,1,912,8.269995408631772,2013,
Single Family Residential,38 Church St,Mclean,NY,13102,178000,3,1,1336,0.38000459136822773,1880,
Single Family Residential,11 Greystone Dr,Dryden,NY,13053,242000,5,2,2158,,1976,
Single Family Residential,41 Janivar Dr,Ithaca,NY,14850,450000,4,3,1752,0.3280073461891644,1993,
Single Family Residential,9 Tannery Cir,Dryden,NY,13053,314000,3,2,1576,0.3928833792470156,2003,
Single Family Residential,605 Wood Rd,Dryden,NY,13068,250000,3,2,1792,9.319995408631772,2013,
Single Family Residential,2170 Hanshaw Rd,Ithaca,NY,14850,362000,3,2,1624,2,2018,
Multi-Family (2-4 Unit),820 Triphammer Rd,Ithaca,NY,14850,435000,4,3,1990,0.23999081726354454,1952,
Condo/Co-op,16 Penny Ln,Ithaca,NY,14850,220000,2,1,1152,0.03000459136822773,1983,
Single Family Residential,109 Mcintyre Pl,Ithaca,NY,14850,820000,4,3.5,2406,,1910,
Single Family Residential,1310 Hanshaw Rd,Ithaca,NY,14850,212000,3,1,768,0.5199954086317723,1950,
Single Family Residential,135 Salem Dr,Ithaca,NY,14850,370000,4,2.5,1955,0.35,1967,
Single Family Residential,101 Concord Pl,Ithaca,NY,14850,607000,4,2.5,2392,0.5699954086317722,1981,
Single Family Residential,706 Linn St,Ithaca,NY,14850,210000,3,1.5,1728,,1910,
Single Family Residential,916 N Aurora St,Ithaca,NY,14850,490000,3,2,2089,0.13298898071625345,1889,
Single Family Residential,360 Halseyville Rd,Ithaca,NY,14850,331384,3,2,1404,2,2014,
Single Family Residential,1627 Trumansburg Rd,Ithaca,NY,14850,295000,4,2,1955,0.6300045913682277,1930,
Single Family Residential,1028 E Shore Dr,Ithaca,NY,14850,1185000,3,3,2400,0.13999081726354454,2007,
Single Family Residential,106 Holly Creek Ln,Ithaca,NY,14850,505000,5,4.5,3699,0.9,2009,
Single Family Residential,6 Sharon Dr,Lansing,NY,14882,385000,4,2.5,1872,0.6399908172635446,2013,
Multi-Family (2-4 Unit),222 W Lincoln St,Ithaca,NY,14850,75000,2,2,990,0.23000459136822773,1864,
Single Family Residential,194 Jerry Smith Rd,Lansing,NY,14882,316600,5,3,3620,1.1600091827364554,1870,
Single Family Residential,52 Myers Rd,Lansing,NY,14882,131000,2,2,1222,0.46999540863177225,1880,
Other,89 Caroline Depot Rd,Brooktondale,NY,14817,145000,2,2,1144,4.980004591368227,1979,
Multi-Family (2-4 Unit),37 E Main St,Dryden,NY,13053,155000,5,2,2186,1.4600091827364554,1880,
Single Family Residential,100 Penny Ln,Ithaca,NY,14850,470000,3,2.5,2300,0.33000459136822774,1987,
Single Family Residential,119 Linn St,Ithaca,NY,14850,330000,4,1.5,1608,0.0707070707070707,1836,
Single Family Residential,515 S Cayuga St,Ithaca,NY,14850,455000,5,2.5,2531,0.0044995408631772265,1890,
Single Family Residential,4 Sunset Dr,Lansing,NY,14882,405000,3,2.5,1728,0.9100091827364555,1990,
Multi-Family (2-4 Unit),460 Troy Rd,Ithaca,NY,14850,335000,6,3,2560,1.0300045913682276,1999,
Single Family Residential,17 George St,Dryden,NY,13053,234000,3,1,1375,0.26000918273645546,1958,
Single Family Residential,19 Johnson St,Freeville,NY,13068,236500,3,1.5,1278,0.55,1870,
Single Family Residential,2 Meadow Dr,Dryden,NY,13068,251500,4,1.5,1924,0.4,1976,
Single Family Residential,64 Lower Creek Rd,Ithaca,NY,14850,135000,3,1,1998,0.5,1850,
Single Family Residential,55 Genung Cir,Ithaca,NY,14850,410000,3,2,2496,1.7100091827364554,1988,
Single Family Residential,4 Woodland Rd,Ithaca,NY,14850,556000,4,4.5,3288,2,1970,
Single Family Residential,364 Lafayette Rd,Groton,NY,13073,250000,3,1,1334,6.3,1985,
Single Family Residential,111 N Sunset Dr,Ithaca,NY,14850,435000,4,2.5,1672,1.0699954086317722,1942,
Single Family Residential,3048 N Triphammer Rd,Lansing,NY,14882,355000,3,2,1638,0.7199954086317722,1963,
Single Family Residential,98 Cherry Rd,Ithaca,NY,14850,975000,4,3,4734,4.089990817263544,1998,
Multi-Family (2-4 Unit),510 University Ave,Ithaca,NY,14850,411720,,,1828,0.11999540863177227,1920,
Single Family Residential,102 Worth St,Ithaca,NY,14850,473102,3,1.5,1640,,1929,
Single Family Residential,308 N Titus Ave,Ithaca-city,NY,14850,403000,4,2,1816,0.13774104683195593,1900,
Single Family Residential,402 N Titus Ave,Ithaca,NY,14850,479500,4,1.5,2007,,1910,
Single Family Residential,333 Spencer Rd,Ithaca,NY,14850,324900,2,1,1700,2.4899908172635445,1890,
Multi-Family (2-4 Unit),60 South St,Trumansburg,NY,14886,320000,4,3.5,2948,4.5100091827364555,1840,
Single Family Residential,1740 Danby Rd,Ithaca,NY,14850,325000,4,3,2893,0.7199954086317722,1950,
Single Family Residential,13 S Danby Rd,Willseyville,NY,13864,203200,2,1.5,1440,1,1955,
Single Family Residential,18 Highland Cres,Dryden,NY,13053,266500,3,1.5,1916,0.33000459136822774,1969,
Multi-Family (2-4 Unit),953 Dryden Rd,Ithaca,NY,14850,275000,4,2,1910,0.3884297520661157,1880,
Single Family Residential,159 Ellis Hollow Creek Rd,Ithaca,NY,14850,810000,4,2.5,2242,10.980004591368228,1965,
Single Family Residential,634 Highland Rd,Ithaca,NY,14850,750000,3,2.5,2549,1.0449954086317723,1922,
Single Family Residential,6 Lagrand Ct,Ithaca,NY,14850,568700,3,2.5,2900,0.6199954086317723,1995,
Condo/Co-op,87 Penny Ln,Ithaca,NY,14850,239500,2,1,1050,0.03000459136822773,1986,270
Single Family Residential,1466 Hanshaw Rd,Ithaca,NY,14850,450000,4,2.5,2013,0.3399908172635445,1967,
Townhouse,101 Nor Way,Ithaca,NY,14850,553500,3,3.5,2600,0.18000459136822775,2021,250
Condo/Co-op,2250 N Triphammer Rd,Ithaca,NY,14850,188000,2,1.5,900,,1960,361
Single Family Residential,4 Cedar Ln,Ithaca,NY,14850,690000,5,4,2709,1.15,1984,
Single Family Residential,909 N Tioga St,Ithaca,NY,14850,467000,4,3,1796,0.06999540863177227,1920,
Single Family Residential,408 Hook Pl,Ithaca,NY,14850,253000,2,1,1025,0.3199954086317723,1954,
Single Family Residential,604 Mitchell St,Ithaca,NY,14850,507500,3,1.5,1744,0.11000918273645546,1910,
Single Family Residential,949 E State St,Ithaca,NY,14850,350000,3,2,1196,0.7699954086317723,1896,
Single Family Residential,1157 East Shore Dr,Ithaca,NY,14850,491000,2,1,1519,0.8,1920,
Single Family Residential,202 E King,Ithaca,NY,14850,470000,4,3,1960,0.48999081726354454,1988,
Mobile/Manufactured Home,52 Reuben St,Ithaca,NY,14850,33000,2,1,980,,1979,
Single Family Residential,420 Cortland,Freeville,NY,13068,215000,4,6,2128,11.860009182736455,1993,
Single Family Residential,6 Pearl St,Newfield,NY,14867,256000,3,3,1350,0.28000459136822775,1920,
Single Family Residential,235 E Enfield Center Rd,Ithaca,NY,14850,110000,2,1,1566,14.789990817263545,1850,
Single Family Residential,1009 Honey Bee Ln,Trumansburg,NY,14886,494000,4,2.5,2481,13.769995408631772,2022,
Single Family Residential,4 Stone House Rd,Newfield,NY,14867,100000,5,1,2816,3.5,1822,
Single Family Residential,1311 N Cayuga St,Ithaca,NY,14850,57555,,,672,0.05,1945,
Single Family Residential,1207 Trumansburg Rd,Ithaca,NY,14850,325000,3,2,1680,0.55,1952,
Single Family Residential,289 Etna Rd,Ithaca,NY,14850,310000,3,2,1669,2.8800045913682277,2015,
Single Family Residential,108 Sheldon Rd,Ithaca,NY,14850,475108,3,2,2476,0.4300045913682277,1950,
Single Family Residential,1524 Ridge Rd,Lansing,NY,14882,330000,4,2.5,3125,3.1399908172635445,1800,
Single Family Residential,12 Lockerby Hill Rd,Lansing,NY,14882,300000,4,2,1456,5,1970,
Single Family Residential,240 Piper Rd,Newfield,NY,14867,240000,6,2,1920,0.9399908172635445,1970,
Single Family Residential,14 Elm St,Trumansburg,NY,14886,308000,4,1,2215,1.1,1880,
Single Family Residential,1135 Bostwick Rd,Ithaca,NY,14850,162000,3,1.5,2093,0.5800045913682277,1886,
Single Family Residential,631 Elmira Rd,Ithaca,NY,14850,119700,3,1.5,1155,0.5,1900,
Single Family Residential,8315 Route 227,Trumansburg,NY,14886,335500,3,2,1957,4.5,1880,
Mobile/Manufactured Home,109 Jordan Ave,Ithaca,NY,14850,102500,4,2,1608,,2014,
Single Family Residential,28 Kimberly Dr,Dryden,NY,13053,354000,4,2,1810,0.9199954086317723,1976,
Single Family Residential,432 Dryden Harford Rd,Dryden,NY,13053,330000,3,1.5,1352,5.0699954086317724,1979,
Single Family Residential,19 Library St,Dryden,NY,13053,230000,3,1.5,1374,0.36999540863177227,1990,
Single Family Residential,272 Lafayette Rd,Groton,NY,13045,285000,5,3,2988,0.8799816345270891,1850,
Single Family Residential,15 Fiddlers Grn,Lansing,NY,14882,575000,4,2,2016,5.230004591368227,1983,
Single Family Residential,311 Buck Rd,Lansing,NY,14882,475000,3,2.5,1879,10.780004591368227,1995,
Single Family Residential,1017 Coddington Rd,Ithaca,NY,14850,565000,6,3,3950,2.1100091827364555,2004,
Single Family Residential,1017 Trumansburg Rd,Ithaca,NY,14850,300000,3,2,1428,0.46000918273645547,2007,
Multi-Family (2-4 Unit),55 Burdick Hill Rd,Ithaca,NY,14850,762500,4,2,2384,0.5,1962,
Single Family Residential,49 Whig St,Trumansburg,NY,14886,360000,4,2,1982,0.3199954086317723,1952,
Multi-Family (2-4 Unit),508 W Seneca St,Ithaca,NY,14850,320000,3,2,2040,0.2,1870,
Single Family Residential,1157 Warren Rd,Ithaca,NY,14850,355000,3,2,1813,0.6600091827364555,1958,
Single Family Residential,142 Pearsall Pl,Ithaca,NY,14850,265000,3,2,1164,,1946,
